0.084875;1
0.127094;1
0.169312;1.58
0.211531;1.4
0.25375;1.93
0.295969;1.62
0.338187;1.67
0.380406;1.73
0.422625;1.81
0.464844;1.76
0.507062;1.65
0.549281;1.67
0.5915;1.64
0.633719;1.65
0.675937;1.62
0.718156;1.77
0.760375;1.6
0.802594;1.63
0.844812;1.58
0.887031;1.52
0.92925;1.53
0.971469;1.43
1.013687;1.41
1.055906;1.33
1.098125;1.42
1.140344;1.34
1.182562;1.34
1.224781;1.28
1.267;1.39
1.309219;1.35
1.351437;1.24
1.393656;1.38
1.435875;1.31
1.478094;1.39
1.520312;1.29
1.562531;1.43
1.393656;1.56
1.435875;1.66
1.478094;1
1.520312;1
1.562531;1
1.393656;1
1.435875;1
1.478094;1
1.520312;1
1.562531;1
1.393656;1
1.435875;1
1.478094;1
1.520312;1
1.562531;1
1.562531;1
